"","ms_sub_class","ms_zoning","lot_frontage","lot_area","street","alley","lot_shape","land_contour","utilities","lot_config","land_slope","neighborhood","condition1","condition2","bldg_type","house_style","overall_qual","overall_cond","year_built","year_remod_add","roof_style","roof_matl","exterior1st","exterior2nd","mas_vnr_type","mas_vnr_area","exter_qual","exter_cond","foundation","bsmt_qual","bsmt_cond","bsmt_exposure","bsmt_fin_type1","bsmt_fin_sf1","bsmt_fin_type2","bsmt_fin_sf2","bsmt_unf_sf","total_bsmt_sf","heating","heating_qc","central_air","electrical","x1st_flr_sf","x2nd_flr_sf","low_qual_fin_sf","gr_liv_area","bsmt_full_bath","bsmt_half_bath","full_bath","half_bath","bedroom_abv_gr","kitchen_abv_gr","kitchen_qual","tot_rms_abv_grd","functional","fireplaces","fireplace_qu","garage_type","garage_yr_blt","garage_finish","garage_cars","garage_area","garage_qual","garage_cond","paved_drive","wood_deck_sf","open_porch_sf","enclosed_porch","x3ssn_porch","screen_porch","pool_area","pool_qc","fence","misc_feature","misc_val","mo_sold","yr_sold","sale_type","sale_condition","sale_price"
"1052",20,4,103,11175,2,"0",1,4,1,1,1,6,3,3,1,3,7,5,2007,2007,2,2,13,14,4,0,3,5,3,4,5,2,7,0,7,0,1316,1316,2,1,2,6,1316,0,0,1316,0,0,2,0,3,1,3,6,7,1,4,3,2007,2,2,440,6,6,3,0,20,0,0,0,0,1,1,1,0,10,2007,7,6,200141
"1053",60,4,100,9500,2,"0",4,4,1,1,1,13,1,3,1,6,6,6,1964,1978,2,2,13,14,2,272,4,5,2,5,5,5,6,442,7,0,374,816,2,5,2,6,1127,850,0,1977,0,1,1,1,4,1,4,9,7,1,6,3,1964,3,2,540,6,6,3,0,52,0,0,0,0,1,2,1,0,6,2007,9,5,165000
"1054",20,4,68,8562,2,"0",4,4,1,5,2,8,3,3,1,3,5,6,1957,2002,4,2,7,7,5,145,4,5,2,5,5,2,6,383,7,0,833,1216,2,1,2,2,1526,0,0,1526,0,0,1,0,4,1,4,7,4,1,4,4,1957,4,1,364,6,6,3,116,78,0,0,0,0,1,1,1,0,5,2010,9,5,144500
"1055",60,4,90,11367,2,"0",4,4,1,1,1,6,3,3,1,6,8,5,2002,2002,2,2,13,14,3,210,3,5,3,4,5,4,4,932,7,0,133,1065,2,1,2,6,1091,898,0,1989,1,0,2,1,3,1,3,7,7,1,4,3,2002,2,2,586,6,6,3,199,60,0,0,0,0,1,1,1,0,11,2006,9,5,255000
"1056",20,4,104,11361,2,"0",4,4,1,5,1,17,3,3,1,3,6,5,1976,1976,2,2,10,11,3,160,4,5,2,4,5,5,2,644,7,0,549,1193,2,5,2,6,1523,0,0,1523,0,1,2,0,3,1,4,7,7,1,6,3,1976,2,2,478,6,6,3,0,0,0,0,189,0,1,4,1,0,5,2008,1,1,180000
"1057",120,4,43,7052,2,"0",1,4,1,5,1,16,3,3,5,3,7,5,2005,2005,2,2,13,14,5,240,3,5,3,4,5,2,4,659,7,0,705,1364,2,1,2,6,1364,0,0,1364,1,0,2,0,2,1,3,6,7,1,4,3,2005,3,2,484,6,6,3,192,36,0,0,0,0,1,1,1,0,6,2006,9,5,185850
"1058",60,4,0,29959,2,"0",2,4,1,3,1,14,3,3,1,6,7,6,1994,1994,2,2,7,7,4,0,3,5,3,4,5,5,4,595,7,0,378,973,2,1,2,6,979,871,0,1850,0,0,2,1,3,1,3,7,7,1,4,5,1994,2,2,467,6,6,3,168,98,0,0,0,0,1,1,1,0,1,2009,9,5,248000
"1059",60,4,96,11308,2,"0",1,4,1,5,1,16,3,3,1,6,9,5,2008,2008,2,2,13,14,5,154,1,5,3,2,5,2,4,936,7,0,168,1104,2,1,2,6,1130,1054,0,2184,1,0,2,1,3,1,1,10,7,1,4,3,2008,2,3,836,6,6,3,0,102,0,0,0,0,1,1,1,0,7,2009,9,5,335000
"1060",50,4,0,11275,2,"0",1,2,1,1,2,7,3,3,1,1,6,7,1932,1950,2,2,9,9,3,480,4,5,2,5,5,4,6,297,5,557,0,854,2,5,2,6,1096,895,0,1991,0,0,1,1,3,1,4,7,7,1,4,7,1977,4,2,432,6,3,3,0,0,19,0,0,0,1,1,1,0,3,2007,9,5,220000
"1061",120,4,41,4920,2,"0",4,4,1,5,1,22,3,3,5,3,8,5,2001,2001,2,2,6,6,4,0,3,5,3,4,5,4,4,616,7,0,722,1338,2,1,2,6,1338,0,0,1338,1,0,2,0,2,1,3,6,7,0,1,3,2001,2,2,582,6,6,3,0,0,170,0,0,0,1,1,1,0,4,2010,9,5,213500
"1062",30,1,120,18000,1,"0",4,3,1,5,1,10,3,3,1,3,3,4,1935,1950,2,2,9,9,4,0,2,5,2,5,5,5,7,0,7,0,894,894,2,5,2,6,894,0,0,894,0,0,1,0,2,1,4,6,7,0,1,7,1994,3,3,1248,6,6,3,0,20,0,0,0,0,1,1,4,560,8,2008,3,5,81000
"1063",190,5,85,13600,2,"Grvl",4,4,1,5,1,18,3,3,2,6,5,5,1900,1950,2,2,14,15,4,0,4,5,1,5,5,5,7,0,7,0,662,662,2,5,1,6,1422,915,0,2337,0,0,2,0,5,2,4,10,4,0,1,7,1945,4,2,560,6,6,3,0,57,0,0,0,0,1,1,1,0,9,2007,9,5,90000
"1064",30,5,50,6000,2,"0",4,4,1,5,1,18,1,3,1,3,6,6,1925,1980,2,2,9,9,4,0,4,3,1,5,5,5,3,397,7,0,706,1103,2,3,2,6,1103,0,0,1103,0,0,1,0,2,1,3,5,7,1,4,7,1976,4,2,440,6,6,3,166,120,0,0,0,0,1,4,1,0,7,2006,9,5,110500
"1065",20,4,0,11000,2,"0",1,4,1,2,1,13,3,3,1,3,5,6,1966,1966,2,2,10,11,3,200,4,5,2,5,5,4,3,740,6,230,184,1154,2,1,2,6,1154,0,0,1154,0,0,1,1,3,1,4,6,7,1,5,3,1966,3,2,480,6,6,3,0,58,0,0,0,0,1,4,1,0,11,2009,9,5,154000
"1066",60,4,80,14000,2,"0",4,4,1,5,2,5,3,3,1,6,7,5,1996,1997,2,2,14,15,4,0,3,5,3,2,5,3,4,1201,7,0,105,1306,2,1,2,6,1306,954,0,2260,1,0,2,1,3,1,3,7,7,0,1,3,1996,3,2,533,6,6,3,296,44,0,0,0,0,1,1,1,0,4,2010,9,5,328000
"1067",60,4,59,7837,2,"0",1,4,1,5,1,9,3,3,1,6,6,7,1993,1994,2,2,13,14,4,0,3,5,3,4,5,5,7,0,7,0,799,799,2,3,2,6,799,772,0,1571,0,0,2,1,3,1,4,7,7,1,6,3,1993,3,2,380,6,6,3,0,40,0,0,0,0,1,1,1,0,5,2009,9,5,178000
"1068",60,4,80,9760,2,"0",4,4,1,5,2,13,3,3,1,6,6,6,1964,1964,2,2,7,7,3,360,4,5,2,5,5,3,4,674,5,106,0,780,2,5,2,6,798,813,0,1611,1,0,1,1,4,1,4,7,7,0,1,3,1964,3,2,442,6,6,3,328,128,0,0,189,0,1,1,1,0,6,2008,9,5,167900
"1069",160,5,42,3964,2,"0",4,4,1,5,1,11,3,3,5,6,6,4,1973,1973,2,2,6,6,4,0,4,5,2,4,5,5,2,837,7,0,105,942,2,3,2,6,1291,1230,0,2521,1,0,2,1,5,1,4,10,1,1,4,3,1973,2,2,576,6,6,3,728,20,0,0,0,0,1,2,1,0,6,2006,9,5,151400
"1070",45,4,60,9600,2,"0",4,4,1,5,1,13,3,3,1,2,5,7,1949,2003,2,2,9,9,4,0,4,5,2,5,5,5,2,220,7,0,625,845,2,5,2,6,893,0,0,893,0,1,1,0,2,1,3,4,7,0,1,7,1985,4,2,576,6,6,3,0,0,0,0,0,0,1,1,1,0,5,2007,9,5,135000
"1071",20,4,72,10152,2,"0",4,4,1,5,1,13,3,3,1,3,5,5,1956,1956,4,2,9,9,3,120,4,5,2,5,5,5,3,586,7,0,462,1048,2,5,2,6,1048,0,0,1048,1,0,1,0,3,1,4,6,7,0,1,3,1956,4,1,286,6,6,3,0,20,0,0,192,0,1,1,1,0,6,2007,9,5,135000
"1072",60,4,78,11700,2,"0",4,4,1,5,1,17,7,3,1,6,6,6,1968,1968,2,2,9,9,4,0,4,5,2,5,5,5,6,298,7,0,429,727,2,1,2,6,829,727,0,1556,0,0,1,1,4,1,4,8,7,0,1,3,1968,4,2,441,6,6,3,0,0,0,0,0,0,1,1,1,0,5,2009,9,5,154000
"1073",50,4,50,7585,2,"0",4,4,1,5,1,8,1,3,1,1,5,3,1948,1950,2,2,9,9,4,0,4,5,2,3,2,4,7,0,7,0,810,810,2,2,2,2,1002,454,0,1456,1,1,1,0,4,1,4,7,7,1,6,7,1954,4,1,280,6,6,2,0,0,0,0,0,0,1,1,1,0,8,2006,9,5,91500
"1074",60,4,75,7950,2,"0",1,1,1,1,1,8,3,3,1,6,6,6,1977,1977,4,2,7,11,3,140,4,5,2,5,5,5,3,535,7,0,155,690,2,5,2,6,698,728,0,1426,0,0,1,1,3,1,4,6,7,0,1,3,1977,2,2,440,6,6,3,252,0,0,0,0,0,1,4,1,0,7,2009,9,5,159500
"1075",20,4,74,8556,2,"0",4,4,1,5,1,6,3,3,1,3,7,5,2006,2006,2,2,13,14,4,0,3,5,3,4,5,2,7,0,7,0,1240,1240,2,1,2,6,1240,0,0,1240,0,0,2,0,2,1,3,5,7,0,1,3,2006,3,3,826,6,6,3,140,93,0,0,0,0,1,1,1,0,5,2007,9,5,194000
"1076",70,4,75,13125,2,"0",4,4,1,5,1,7,3,3,1,6,7,6,1940,1984,2,2,14,15,4,0,4,5,2,5,5,5,3,410,7,0,390,800,2,5,2,6,960,780,0,1740,0,0,1,1,3,1,4,6,7,2,4,3,1940,4,1,240,6,6,3,0,0,0,0,0,0,1,1,1,0,7,2007,6,5,219500
"1077",50,4,60,10800,2,"Grvl",4,4,1,5,1,18,3,3,1,1,5,8,1936,1989,2,2,14,15,4,0,4,5,2,3,5,5,2,626,7,0,170,796,2,3,2,6,1096,370,0,1466,0,1,2,0,3,1,3,7,3,1,6,3,1950,4,2,566,6,6,3,436,21,0,0,0,0,1,1,4,500,4,2006,9,5,170000
"1078",20,4,0,15870,2,"0",1,4,1,1,1,13,3,3,1,3,5,5,1969,1969,2,2,13,11,4,0,4,5,2,5,5,4,3,75,6,791,230,1096,2,1,2,6,1096,0,0,1096,1,0,1,0,3,1,4,6,7,0,1,3,1969,2,1,299,6,6,3,240,32,0,0,0,0,1,1,1,0,3,2006,9,1,138800
"1079",120,5,37,4435,2,"0",4,4,1,5,1,6,3,3,5,3,6,5,2004,2004,2,2,13,14,3,169,3,5,3,4,5,4,4,662,7,0,186,848,2,1,2,6,848,0,0,848,1,0,1,0,1,1,3,3,7,1,4,3,2004,3,2,420,6,6,3,140,0,0,0,0,0,1,1,1,0,5,2006,9,5,155900
"1080",20,4,65,8775,2,"0",4,4,1,5,1,6,3,3,1,3,5,5,1994,1994,2,2,13,14,4,0,4,5,3,4,5,5,4,495,7,0,495,990,2,3,2,6,990,0,0,990,0,0,1,0,3,1,4,5,7,0,1,3,1996,4,1,299,6,6,3,0,64,0,0,0,0,1,1,1,0,4,2007,9,5,126000
"1081",20,4,80,11040,2,"0",4,4,1,5,1,17,3,3,1,3,6,7,1971,2004,2,2,13,14,3,144,3,3,2,5,5,5,2,656,7,0,602,1258,2,1,2,6,1258,0,0,1258,0,1,2,0,3,1,3,5,7,0,1,3,1971,3,2,528,6,6,3,55,0,0,216,0,0,1,1,1,0,10,2008,1,1,145000
"1082",20,4,75,7500,2,"0",4,4,1,1,1,19,2,3,1,3,5,5,1963,1963,2,2,7,7,4,0,4,5,2,5,5,5,2,824,7,0,216,1040,2,2,2,6,1040,0,0,1040,1,0,1,1,3,1,4,5,7,0,1,3,1963,2,1,308,6,6,3,0,0,220,0,0,0,1,4,1,0,6,2010,9,5,133000
"1083",20,4,70,8749,2,"0",4,4,1,5,1,6,3,3,1,3,7,5,2002,2002,2,2,13,14,3,100,3,5,3,4,5,5,7,0,7,0,1459,1459,2,1,2,6,1459,0,0,1459,0,0,2,0,3,1,3,6,7,1,4,3,2002,3,2,527,6,6,3,192,39,0,0,0,0,1,1,1,0,9,2007,9,5,192000
"1084",20,4,80,8800,2,"0",4,4,1,5,1,13,3,3,1,3,6,6,1964,1964,4,2,7,7,3,425,4,5,2,5,5,5,3,553,7,0,698,1251,2,5,2,6,1251,0,0,1251,1,0,1,0,3,1,4,6,7,2,4,3,1964,3,1,461,6,6,3,0,116,0,0,0,0,1,4,4,700,3,2006,9,5,160000
"1085",60,4,0,13031,2,"0",2,4,1,1,1,9,3,3,1,6,6,5,1995,1996,2,2,7,7,4,0,4,5,3,4,5,5,2,592,7,0,99,691,2,3,2,6,691,807,0,1498,0,0,2,1,3,1,4,6,7,1,6,3,1995,2,2,409,6,6,3,315,44,0,0,0,0,1,1,1,0,7,2006,9,5,187500
"1086",85,4,73,9069,2,"0",4,4,1,5,1,20,3,3,1,7,6,6,1992,1992,2,2,7,7,4,0,4,5,3,4,5,2,4,747,7,0,189,936,2,1,2,6,996,0,0,996,1,0,1,0,2,1,3,5,7,0,1,3,1992,4,2,564,6,6,3,120,0,0,0,0,0,1,1,1,0,4,2010,9,5,147000
"1087",160,5,0,1974,2,"0",4,4,1,5,1,11,3,3,5,6,4,5,1973,1973,2,2,6,6,4,0,4,5,2,5,5,5,3,334,7,0,212,546,2,5,2,6,546,546,0,1092,0,0,1,1,3,1,4,6,7,0,1,3,1973,3,1,286,6,6,3,120,96,0,0,0,0,1,1,1,0,5,2010,9,5,83500
"1088",60,2,85,10574,2,"0",4,4,1,5,1,21,3,3,1,6,8,5,2005,2006,2,2,13,14,4,0,3,5,3,4,5,4,7,0,7,0,1082,1082,2,1,2,6,1082,871,0,1953,0,0,2,1,3,1,3,9,7,1,4,3,2005,3,3,1043,6,6,3,160,50,0,0,0,0,1,1,1,0,5,2009,9,5,252000
"1089",160,5,24,2522,2,"0",4,4,1,5,1,8,3,3,4,6,7,5,2004,2004,2,2,13,14,5,50,3,5,3,4,5,5,7,0,7,0,970,970,2,1,2,6,970,739,0,1709,0,0,2,0,3,1,3,7,1,0,1,7,2004,4,2,380,6,6,3,0,40,0,0,0,0,1,1,1,0,4,2006,9,5,137500
"1090",120,2,37,3316,2,"Pave",1,4,1,5,1,21,3,3,5,3,8,5,2005,2005,2,2,9,9,4,0,3,5,3,4,5,5,4,1039,7,0,208,1247,2,1,2,6,1247,0,0,1247,1,0,1,1,1,1,3,4,7,1,4,3,2005,2,2,550,6,6,3,0,84,0,0,0,0,1,1,1,0,4,2006,9,5,197000
"1091",90,4,60,8544,2,"0",4,4,1,1,1,13,3,3,3,3,3,4,1950,1950,2,2,4,4,4,0,4,5,4,1,1,1,1,0,1,0,0,0,6,2,1,2,1040,0,0,1040,0,0,2,0,2,2,4,6,7,0,1,7,1987,4,2,400,6,6,3,0,0,0,0,0,0,1,1,1,0,6,2009,9,5,92900
"1092",160,2,24,2160,2,"Pave",4,4,1,5,1,21,3,3,4,6,7,5,1999,2000,2,2,9,9,3,212,3,5,3,4,5,5,3,510,7,0,90,600,2,1,2,6,624,628,0,1252,1,0,2,1,2,1,3,4,7,0,1,7,1999,4,2,462,6,6,3,0,48,0,0,0,0,1,1,1,0,3,2008,9,5,160000
"1093",50,4,60,8400,2,"0",4,1,1,5,1,23,3,3,1,1,6,5,1925,1950,2,2,9,9,4,0,4,5,3,5,5,5,6,423,7,0,758,1181,2,2,2,6,1390,304,0,1694,0,0,2,0,4,1,4,7,7,1,4,7,1925,4,2,576,6,6,3,342,0,128,0,0,0,1,1,1,0,6,2008,9,5,136500
"1094",20,4,71,9230,2,"0",4,4,1,1,1,13,2,3,1,3,5,8,1965,1998,4,2,9,9,3,166,4,5,2,5,5,4,4,661,7,0,203,864,2,3,2,6,1200,0,0,1200,1,0,1,1,1,1,3,6,7,0,1,7,1977,4,2,884,6,6,3,0,64,0,0,0,0,1,4,1,0,10,2006,9,5,146000
"1095",20,4,74,5868,2,"0",4,4,1,5,1,13,3,3,1,3,5,7,1956,2000,2,2,9,9,4,0,4,5,2,5,5,5,3,248,6,240,448,936,2,1,2,6,936,0,0,936,1,0,1,0,2,1,4,4,7,0,1,3,1956,2,1,308,6,6,3,0,0,80,0,160,0,1,1,1,0,5,2010,9,5,129000
"1096",20,4,78,9317,2,"0",1,4,1,5,1,6,3,3,1,3,6,5,2006,2006,2,2,13,14,4,0,3,5,3,4,5,5,4,24,7,0,1290,1314,2,3,2,6,1314,0,0,1314,0,0,2,0,3,1,3,6,7,1,4,3,2006,3,2,440,6,6,3,0,22,0,0,0,0,1,1,1,0,3,2007,9,5,176432
"1097",70,5,60,6882,2,"0",4,4,1,5,1,10,3,3,1,6,6,7,1914,2006,2,2,14,15,4,0,4,5,3,5,5,5,7,0,7,0,684,684,2,5,2,6,773,582,0,1355,0,0,1,1,3,1,3,7,7,0,1,1,0,1,0,0,1,1,3,136,0,115,0,0,0,1,1,1,0,3,2007,9,5,127000
"1098",120,4,0,3696,2,"0",4,4,1,5,1,22,3,3,5,3,8,5,1986,1986,2,2,7,7,4,0,3,5,2,4,5,5,7,0,7,0,1074,1074,2,1,2,6,1088,0,0,1088,0,0,1,1,2,1,3,5,7,0,1,3,1987,3,2,461,6,6,3,0,74,137,0,0,0,1,1,1,0,10,2007,9,5,170000
"1099",50,5,50,6000,2,"0",4,4,1,5,1,4,3,3,1,1,4,6,1936,1950,2,2,9,9,4,0,4,5,1,5,5,5,3,672,7,0,0,672,2,5,2,6,757,567,0,1324,0,0,1,0,3,1,4,6,7,0,1,7,1936,4,1,240,6,6,3,0,0,0,0,0,0,1,1,1,0,7,2009,9,5,128000
"1100",20,4,82,11880,2,"0",1,4,1,5,1,17,7,3,1,3,7,5,1978,1978,2,2,10,11,3,206,4,5,2,4,5,5,2,704,7,0,567,1271,2,5,2,6,1601,0,0,1601,0,0,2,0,3,1,4,7,7,1,6,3,1978,3,2,478,6,6,3,0,0,0,0,0,0,1,1,1,0,4,2009,1,1,157000
"1101",30,4,60,8400,2,"0",4,1,1,5,1,23,3,3,1,3,2,5,1920,1950,2,2,14,15,4,0,4,5,2,5,2,5,6,290,7,0,0,290,2,5,1,3,438,0,0,438,0,0,1,0,1,1,2,3,7,0,1,7,1930,4,1,246,6,6,1,0,0,0,0,0,0,1,1,1,0,1,2009,9,5,60000
"1102",20,4,61,9758,2,"0",1,4,1,5,1,13,3,3,1,3,5,5,1971,1971,2,2,7,9,4,0,4,5,2,5,5,5,3,412,5,287,251,950,2,5,2,6,950,0,0,950,0,0,1,0,3,1,4,5,7,0,1,7,1981,4,1,280,6,6,3,0,0,0,0,0,0,1,1,1,0,7,2007,9,5,119500
"1103",20,4,70,7000,2,"0",4,4,1,5,1,13,3,3,1,3,5,7,1960,2002,2,2,14,15,3,45,4,5,2,5,5,5,6,588,7,0,422,1010,2,1,2,6,1134,0,0,1134,0,0,1,0,2,1,4,6,7,0,1,3,1960,3,1,254,6,6,3,0,16,0,0,0,0,1,5,1,0,4,2007,9,4,135000
"1104",20,4,79,8910,2,"0",4,4,1,1,1,13,3,3,1,3,6,6,1959,1959,4,2,4,4,4,0,4,5,2,5,5,4,2,655,7,0,0,655,2,1,2,6,1194,0,0,1194,0,1,1,0,3,1,4,6,7,1,3,5,1954,2,2,539,6,6,3,0,0,192,0,0,0,1,1,1,0,7,2006,9,5,159500
"1105",160,5,24,2016,2,"0",4,4,1,5,1,3,3,3,5,6,5,5,1970,1970,2,2,7,7,3,304,4,5,2,5,5,5,7,0,7,0,630,630,2,5,2,6,630,672,0,1302,0,0,2,1,3,1,4,6,7,0,1,7,1970,4,2,440,6,6,3,0,0,0,0,0,0,1,1,1,0,4,2007,9,5,106000
"1106",60,4,98,12256,2,"0",1,4,1,1,1,14,3,3,1,6,8,5,1994,1995,2,2,7,7,3,362,3,5,3,2,5,2,4,1032,7,0,431,1463,2,1,2,6,1500,1122,0,2622,1,0,2,1,3,1,3,9,7,2,6,3,1994,3,2,712,6,6,3,186,32,0,0,0,0,1,1,1,0,4,2010,9,5,325000
"1107",20,4,114,10357,2,"0",1,4,1,1,1,20,2,3,1,3,7,5,1990,1991,4,2,7,7,4,0,3,5,3,4,5,4,4,738,7,0,172,910,2,3,2,6,1442,0,0,1442,1,0,2,0,3,1,3,6,7,1,6,3,1990,2,2,719,6,6,3,0,244,0,0,0,0,1,1,1,0,5,2007,9,5,179900
"1108",60,4,168,23257,2,"0",3,2,1,2,1,9,3,3,1,6,7,5,2006,2006,2,2,13,14,4,0,3,5,3,2,3,5,7,0,7,0,868,868,2,1,2,6,887,1134,0,2021,0,0,2,1,3,1,3,9,7,1,4,5,2006,3,2,422,6,6,3,0,100,0,0,0,0,1,1,1,0,9,2006,7,6,274725
"1109",60,4,0,8063,2,"0",4,4,1,5,1,9,3,3,1,6,6,5,2000,2000,2,2,13,14,4,0,4,5,3,4,5,5,7,0,7,0,924,924,2,1,2,6,948,742,0,1690,0,0,2,1,3,1,4,7,7,1,6,3,2000,3,2,463,6,6,3,100,48,0,0,0,0,1,1,1,0,11,2007,9,1,181000
"1110",20,4,107,11362,2,"0",1,4,1,5,1,16,3,3,1,3,8,5,2004,2005,2,2,9,9,5,42,3,5,3,2,5,4,4,1039,7,0,797,1836,2,1,2,6,1836,0,0,1836,1,0,2,0,3,1,3,7,7,1,4,3,2004,2,3,862,6,6,3,125,185,0,0,0,0,1,1,1,0,3,2009,9,5,280000
"1111",60,4,0,8000,2,"0",4,4,1,5,1,9,3,3,1,6,6,5,1995,1996,2,2,7,7,4,0,4,5,3,4,5,5,4,219,7,0,554,773,2,3,2,6,773,885,0,1658,1,0,2,1,3,1,4,8,7,1,6,3,1995,2,2,431,6,6,3,224,84,0,0,0,0,1,1,1,0,6,2008,9,5,188000
"1112",60,4,80,10480,2,"0",4,4,1,5,1,17,3,3,1,6,7,6,1976,1976,4,2,10,11,3,660,4,5,2,5,5,5,2,403,7,0,400,803,2,5,2,6,1098,866,0,1964,0,0,2,1,4,1,4,8,7,1,4,3,1976,3,2,483,6,6,3,0,69,0,0,0,0,1,1,1,0,9,2008,9,5,205000
"1113",20,4,73,7100,2,"0",1,4,1,1,1,13,3,3,1,3,5,7,1957,1957,2,2,15,16,4,0,4,5,2,5,5,5,4,708,7,0,108,816,2,5,2,2,816,0,0,816,1,0,1,0,2,1,4,5,7,0,1,7,1957,4,1,308,6,6,3,0,0,0,0,0,0,1,1,1,0,7,2006,9,5,129900
"1114",20,4,66,8923,2,"0",4,4,1,5,1,13,3,3,1,3,5,7,1953,2006,2,2,14,15,4,0,4,5,2,5,5,5,3,643,7,0,365,1008,2,3,2,6,1008,0,0,1008,1,0,1,0,2,1,3,6,7,0,1,3,1953,4,1,240,6,6,3,0,18,0,0,0,0,1,1,1,0,5,2007,9,5,134500
"1115",20,4,90,5400,2,"0",4,4,1,5,1,18,3,3,1,3,5,7,1954,2000,2,2,9,9,4,0,4,3,2,5,5,5,6,415,7,0,418,833,2,1,2,6,833,0,0,833,0,0,1,0,2,1,3,4,7,0,1,7,1955,4,1,326,6,6,3,0,0,0,0,0,0,1,4,1,0,8,2006,9,5,117000
"1116",20,4,93,12085,2,"0",4,4,1,5,1,16,3,3,1,3,8,5,2007,2007,4,2,13,14,5,328,3,5,3,2,5,5,4,1004,7,0,730,1734,2,1,2,6,1734,0,0,1734,1,0,2,0,3,1,1,7,7,1,4,3,2007,3,3,928,6,6,3,0,0,0,0,0,0,1,1,1,0,11,2007,7,6,318000
"1117",80,4,0,7750,2,"0",4,4,1,5,1,9,3,3,1,8,8,5,2002,2002,4,2,13,14,4,0,3,5,3,4,5,5,4,353,7,0,55,408,2,1,2,6,779,640,0,1419,1,0,2,1,3,1,3,7,7,1,6,5,2002,2,2,527,6,6,3,120,0,0,0,0,0,1,1,1,0,3,2009,9,5,184100
"1118",20,4,57,9764,2,"0",1,4,1,3,1,19,2,3,1,3,5,7,1967,2003,2,2,13,14,4,0,4,5,2,5,5,5,3,702,7,0,192,894,2,1,2,6,894,0,0,894,1,0,1,0,3,1,3,5,7,0,1,3,1967,3,2,450,6,6,3,0,0,0,0,0,0,1,1,1,0,5,2008,9,5,130000
"1119",80,4,85,13825,2,"0",4,4,1,5,1,19,3,3,1,8,5,6,1958,1987,2,2,9,9,4,0,4,3,2,5,5,5,7,0,7,0,533,533,2,5,2,6,1021,580,0,1601,0,1,1,0,3,1,4,6,4,0,1,5,1958,3,1,300,6,6,3,280,34,0,0,0,0,1,1,1,0,12,2008,9,5,140000
"1120",20,4,70,7560,2,"0",4,4,1,5,1,13,3,3,1,3,5,5,1959,1959,2,2,4,15,4,0,4,5,2,5,5,5,5,369,7,0,671,1040,2,5,2,2,1040,0,0,1040,0,0,1,0,3,1,4,6,7,0,1,3,1959,3,1,286,6,6,3,140,0,252,0,0,0,1,3,1,0,7,2006,9,5,133700
"1121",30,5,59,8263,2,"0",4,1,1,5,2,10,3,3,1,3,6,5,1920,1950,2,2,4,4,4,0,4,5,1,5,5,5,7,0,7,0,1012,1012,2,5,2,2,1012,0,0,1012,0,0,1,0,2,1,4,6,7,1,4,7,1920,4,1,308,6,6,3,0,22,112,0,0,0,1,4,1,0,5,2007,9,5,118400
"1122",20,4,84,10084,2,"0",4,4,1,5,1,6,3,3,1,3,7,5,2005,2006,2,2,13,14,3,196,3,5,3,4,5,2,4,24,7,0,1528,1552,2,1,2,6,1552,0,0,1552,0,0,2,0,3,1,3,7,7,0,1,3,2005,3,3,782,6,6,3,144,20,0,0,0,0,1,1,1,0,7,2006,7,6,212900
"1123",20,4,0,8926,2,"0",1,4,1,1,1,8,3,3,1,3,4,3,1956,1956,2,2,1,1,4,0,4,5,2,5,5,5,7,0,7,0,672,672,2,1,2,2,960,0,0,960,0,0,1,0,3,1,4,5,7,0,1,4,1956,4,1,288,6,6,3,64,0,0,0,160,0,1,4,1,0,10,2009,1,1,112000
"1124",20,4,50,9405,2,"0",4,4,1,5,1,8,3,3,1,3,5,9,1947,2008,4,2,13,14,4,0,4,1,2,5,5,5,7,0,7,0,698,698,2,1,2,6,698,0,0,698,0,1,1,0,2,1,4,4,7,0,1,1,0,1,0,0,1,1,3,0,200,0,0,0,0,1,1,1,0,6,2009,9,5,118000
"1125",80,4,0,9125,2,"0",1,4,1,5,1,9,3,3,1,8,7,5,1992,1992,2,2,7,7,3,170,4,5,3,4,5,5,7,0,7,0,384,384,2,3,2,6,812,670,0,1482,0,0,2,1,3,1,3,7,7,1,6,3,1992,2,2,392,6,6,3,100,25,0,0,0,0,1,1,1,0,7,2007,9,5,163900
"1126",20,4,60,10434,2,"0",4,4,1,5,1,13,3,3,1,3,4,5,1955,1955,2,2,10,11,4,0,4,5,2,5,5,5,7,0,7,0,1005,1005,2,5,2,6,1005,0,0,1005,0,0,1,0,2,1,2,5,7,1,6,7,1977,4,2,672,3,3,3,0,0,0,0,0,0,1,1,1,0,11,2009,9,5,115000
"1127",120,4,53,3684,2,"0",4,4,1,5,1,1,3,3,5,3,7,5,2007,2007,4,2,13,14,3,130,3,5,3,4,5,5,7,0,7,0,1373,1373,2,1,2,6,1555,0,0,1555,0,0,2,0,2,1,3,7,7,1,6,3,2007,2,3,660,6,6,3,143,20,0,0,0,0,1,1,1,0,6,2009,9,5,174000
"1128",20,4,182,14572,2,"0",3,4,1,1,1,9,3,3,1,3,7,5,2004,2004,4,2,13,14,4,0,3,5,3,4,5,2,4,1300,7,0,230,1530,2,1,2,6,1530,0,0,1530,1,0,2,0,3,1,3,7,7,1,4,3,2004,2,3,630,6,6,3,144,36,0,0,0,0,1,1,1,0,11,2007,9,4,259000
